role_code,permission_code,data_scope
SUPER_ADMIN,rental.order.cancel,SYSTEM
SUPER_ADMIN,rental.contract.create,SYSTEM
SUPER_ADMIN,rental.contract.read,SYSTEM
SUPER_ADMIN,rental.contract.update,SYSTEM
SUPER_ADMIN,rental.contract.approve,SYSTEM
SUPER_ADMIN,rental.contract.sign,SYSTEM
SUPER_ADMIN,rental.contract.extend,SYSTEM
SUPER_ADMIN,rental.contract.cancel,SYSTEM
SUPER_ADMIN,rental.contract.liquidate,SYSTEM
SUPER_ADMIN,rental.contract.template.manage,SYSTEM
SUPER_ADMIN,rental.contract.appendix.manage,SYSTEM
SUPER_ADMIN,logistics.delivery.read,SYSTEM
SUPER_ADMIN,logistics.delivery.create,SYSTEM
SUPER_ADMIN,logistics.delivery.assign,SYSTEM
SUPER_ADMIN,logistics.delivery.schedule,SYSTEM
SUPER_ADMIN,logistics.delivery.inspect,SYSTEM
SUPER_ADMIN,logistics.delivery.confirm,SYSTEM
SUPER_ADMIN,logistics.handover.create,SYSTEM
SUPER_ADMIN,logistics.handover.read,SYSTEM
SUPER_ADMIN,logistics.return-request.create,SYSTEM
SUPER_ADMIN,logistics.return-request.read,SYSTEM
SUPER_ADMIN,logistics.return.inspect,SYSTEM
SUPER_ADMIN,logistics.return.confirm,SYSTEM
SUPER_ADMIN,logistics.delivery-fee.read,SYSTEM
SUPER_ADMIN,logistics.delivery-fee.manage,SYSTEM
SUPER_ADMIN,billing.invoice.read,SYSTEM
SUPER_ADMIN,billing.invoice.create,SYSTEM
SUPER_ADMIN,billing.invoice.update,SYSTEM
SUPER_ADMIN,billing.payment.read,SYSTEM
SUPER_ADMIN,billing.payment.collect,SYSTEM
SUPER_ADMIN,billing.payment.confirm,SYSTEM
SUPER_ADMIN,billing.payment.refund,SYSTEM
SUPER_ADMIN,billing.deposit.read,SYSTEM
SUPER_ADMIN,billing.deposit.collect,SYSTEM
SUPER_ADMIN,billing.deposit.refund,SYSTEM
SUPER_ADMIN,billing.deposit.deduct,SYSTEM
SUPER_ADMIN,billing.debt.read,SYSTEM
SUPER_ADMIN,billing.debt.manage,SYSTEM
SUPER_ADMIN,billing.report.read,SYSTEM
SUPER_ADMIN,maintenance.schedule.read,SYSTEM
SUPER_ADMIN,maintenance.schedule.manage,SYSTEM
SUPER_ADMIN,maintenance.ticket.create,SYSTEM
SUPER_ADMIN,maintenance.ticket.read,SYSTEM
SUPER_ADMIN,maintenance.ticket.update,SYSTEM
SUPER_ADMIN,maintenance.ticket.assign,SYSTEM
SUPER_ADMIN,maintenance.ticket.complete,SYSTEM
SUPER_ADMIN,maintenance.repair.create,SYSTEM
SUPER_ADMIN,maintenance.repair.read,SYSTEM
SUPER_ADMIN,maintenance.repair.update,SYSTEM
SUPER_ADMIN,maintenance.part.read,SYSTEM
SUPER_ADMIN,maintenance.part.manage,SYSTEM
SUPER_ADMIN,maintenance.incident.create,SYSTEM
SUPER_ADMIN,maintenance.incident.read,SYSTEM
SUPER_ADMIN,maintenance.incident.evaluate,SYSTEM
SUPER_ADMIN,maintenance.compensation.calculate,SYSTEM
SUPER_ADMIN,maintenance.history.read,SYSTEM
ORG_ADMIN,identity.user.read,ORGANIZATION
ORG_ADMIN,identity.user.create,ORGANIZATION
ORG_ADMIN,identity.user.update,ORGANIZATION
ORG_ADMIN,identity.session.read,ORGANIZATION
ORG_ADMIN,identity.session.revoke,ORGANIZATION
ORG_ADMIN,organization.profile.read,ORGANIZATION
ORG_ADMIN,organization.profile.update,ORGANIZATION
ORG_ADMIN,organization.branch.read,ORGANIZATION
ORG_ADMIN,organization.branch.create,ORGANIZATION
ORG_ADMIN,organization.branch.update,ORGANIZATION
ORG_ADMIN,organization.branch.lock,ORGANIZATION
ORG_ADMIN,organization.employee.read,ORGANIZATION
ORG_ADMIN,organization.employee.create,ORGANIZATION
ORG_ADMIN,organization.employee.update,ORGANIZATION
ORG_ADMIN,organization.employee.assign-branch,ORGANIZATION
ORG_ADMIN,customer.profile.read,ORGANIZATION
ORG_ADMIN,customer.profile.create,ORGANIZATION
ORG_ADMIN,customer.profile.update,ORGANIZATION
ORG_ADMIN,customer.group.read,ORGANIZATION
ORG_ADMIN,customer.group.manage,ORGANIZATION
ORG_ADMIN,customer.history.read,ORGANIZATION
ORG_ADMIN,customer.restriction.read,ORGANIZATION
ORG_ADMIN,customer.restriction.manage,ORGANIZATION
ORG_ADMIN,inventory.catalog.read,ORGANIZATION
ORG_ADMIN,inventory.catalog.manage,ORGANIZATION
ORG_ADMIN,inventory.brand.read,ORGANIZATION
ORG_ADMIN,inventory.brand.manage,ORGANIZATION
ORG_ADMIN,inventory.model.read,ORGANIZATION
ORG_ADMIN,inventory.model.manage,ORGANIZATION
ORG_ADMIN,inventory.equipment.read,ORGANIZATION
ORG_ADMIN,inventory.equipment.create,ORGANIZATION
ORG_ADMIN,inventory.equipment.update,ORGANIZATION
ORG_ADMIN,inventory.equipment.change-status,ORGANIZATION
ORG_ADMIN,inventory.equipment.image.manage,ORGANIZATION
ORG_ADMIN,inventory.equipment.accessory.manage,ORGANIZATION
ORG_ADMIN,inventory.qr.generate,ORGANIZATION
ORG_ADMIN,inventory.qr.print,ORGANIZATION
ORG_ADMIN,inventory.warehouse.read,ORGANIZATION
ORG_ADMIN,inventory.warehouse.manage,ORGANIZATION
ORG_ADMIN,inventory.stock.in,ORGANIZATION
ORG_ADMIN,inventory.stock.out,ORGANIZATION
ORG_ADMIN,inventory.stock.transfer,ORGANIZATION
ORG_ADMIN,inventory.stock.audit,ORGANIZATION
ORG_ADMIN,inventory.availability.read,ORGANIZATION
ORG_ADMIN,inventory.reservation.create,ORGANIZATION
ORG_ADMIN,inventory.reservation.confirm,ORGANIZATION
ORG_ADMIN,inventory.reservation.release,ORGANIZATION
ORG_ADMIN,rental.pricing.read,ORGANIZATION
ORG_ADMIN,rental.pricing.manage,ORGANIZATION
ORG_ADMIN,rental.deposit-policy.read,ORGANIZATION
ORG_ADMIN,rental.deposit-policy.manage,ORGANIZATION
ORG_ADMIN,rental.late-fee-policy.read,ORGANIZATION
ORG_ADMIN,rental.late-fee-policy.manage,ORGANIZATION
ORG_ADMIN,rental.discount.read,ORGANIZATION
ORG_ADMIN,rental.discount.manage,ORGANIZATION
ORG_ADMIN,rental.request.create,ORGANIZATION
ORG_ADMIN,rental.request.read,ORGANIZATION
ORG_ADMIN,rental.request.update,ORGANIZATION
ORG_ADMIN,rental.request.cancel,ORGANIZATION
ORG_ADMIN,rental.quotation.create,ORGANIZATION
ORG_ADMIN,rental.quotation.read,ORGANIZATION
ORG_ADMIN,rental.quotation.update,ORGANIZATION
ORG_ADMIN,rental.quotation.send,ORGANIZATION
ORG_ADMIN,rental.quotation.approve,ORGANIZATION
ORG_ADMIN,rental.quotation.reject,ORGANIZATION
ORG_ADMIN,rental.quotation.accept,ORGANIZATION
ORG_ADMIN,rental.order.create,ORGANIZATION
ORG_ADMIN,rental.order.read,ORGANIZATION
ORG_ADMIN,rental.order.cancel,ORGANIZATION
ORG_ADMIN,rental.contract.create,ORGANIZATION
ORG_ADMIN,rental.contract.read,ORGANIZATION
ORG_ADMIN,rental.contract.update,ORGANIZATION
ORG_ADMIN,rental.contract.approve,ORGANIZATION
ORG_ADMIN,rental.contract.sign,ORGANIZATION
ORG_ADMIN,rental.contract.extend,ORGANIZATION
ORG_ADMIN,rental.contract.cancel,ORGANIZATION
ORG_ADMIN,rental.contract.liquidate,ORGANIZATION
ORG_ADMIN,rental.contract.template.manage,ORGANIZATION
ORG_ADMIN,rental.contract.appendix.manage,ORGANIZATION
ORG_ADMIN,logistics.delivery.read,ORGANIZATION
ORG_ADMIN,logistics.delivery.create,ORGANIZATION
ORG_ADMIN,logistics.delivery.assign,ORGANIZATION
ORG_ADMIN,logistics.delivery.schedule,ORGANIZATION
ORG_ADMIN,logistics.delivery.inspect,ORGANIZATION
ORG_ADMIN,logistics.delivery.confirm,ORGANIZATION
ORG_ADMIN,logistics.handover.create,ORGANIZATION
ORG_ADMIN,logistics.handover.read,ORGANIZATION
ORG_ADMIN,logistics.return-request.create,ORGANIZATION
ORG_ADMIN,logistics.return-request.read,ORGANIZATION
ORG_ADMIN,logistics.return.inspect,ORGANIZATION
ORG_ADMIN,logistics.return.confirm,ORGANIZATION
ORG_ADMIN,logistics.delivery-fee.read,ORGANIZATION
ORG_ADMIN,logistics.delivery-fee.manage,ORGANIZATION
ORG_ADMIN,billing.invoice.read,ORGANIZATION
ORG_ADMIN,billing.invoice.create,ORGANIZATION
ORG_ADMIN,billing.invoice.update,ORGANIZATION
ORG_ADMIN,billing.payment.read,ORGANIZATION
ORG_ADMIN,billing.payment.collect,ORGANIZATION
ORG_ADMIN,billing.payment.confirm,ORGANIZATION
ORG_ADMIN,billing.payment.refund,ORGANIZATION
ORG_ADMIN,billing.deposit.read,ORGANIZATION
ORG_ADMIN,billing.deposit.collect,ORGANIZATION
ORG_ADMIN,billing.deposit.refund,ORGANIZATION
ORG_ADMIN,billing.deposit.deduct,ORGANIZATION
ORG_ADMIN,billing.debt.read,ORGANIZATION
ORG_ADMIN,billing.debt.manage,ORGANIZATION
ORG_ADMIN,billing.report.read,ORGANIZATION
ORG_ADMIN,maintenance.schedule.read,ORGANIZATION
ORG_ADMIN,maintenance.schedule.manage,ORGANIZATION
ORG_ADMIN,maintenance.ticket.create,ORGANIZATION
ORG_ADMIN,maintenance.ticket.read,ORGANIZATION
ORG_ADMIN,maintenance.ticket.update,ORGANIZATION
ORG_ADMIN,maintenance.ticket.assign,ORGANIZATION
ORG_ADMIN,maintenance.ticket.complete,ORGANIZATION
ORG_ADMIN,maintenance.repair.create,ORGANIZATION
ORG_ADMIN,maintenance.repair.read,ORGANIZATION
ORG_ADMIN,maintenance.repair.update,ORGANIZATION
ORG_ADMIN,maintenance.part.read,ORGANIZATION
ORG_ADMIN,maintenance.part.manage,ORGANIZATION
ORG_ADMIN,maintenance.incident.create,ORGANIZATION
ORG_ADMIN,maintenance.incident.read,ORGANIZATION
ORG_ADMIN,maintenance.incident.evaluate,ORGANIZATION
ORG_ADMIN,maintenance.compensation.calculate,ORGANIZATION
ORG_ADMIN,maintenance.history.read,ORGANIZATION
BRANCH_MANAGER,organization.branch.read,BRANCH
BRANCH_MANAGER,organization.employee.read,BRANCH
BRANCH_MANAGER,customer.profile.read,BRANCH
BRANCH_MANAGER,customer.profile.create,BRANCH
BRANCH_MANAGER,customer.profile.update,BRANCH
BRANCH_MANAGER,customer.group.read,BRANCH
BRANCH_MANAGER,customer.group.manage,BRANCH
BRANCH_MANAGER,customer.history.read,BRANCH
BRANCH_MANAGER,customer.restriction.read,BRANCH
BRANCH_MANAGER,customer.restriction.manage,BRANCH
BRANCH_MANAGER,inventory.equipment.read,BRANCH
BRANCH_MANAGER,inventory.warehouse.read,BRANCH
BRANCH_MANAGER,inventory.availability.read,BRANCH
BRANCH_MANAGER,rental.request.read,BRANCH
BRANCH_MANAGER,rental.quotation.read,BRANCH
BRANCH_MANAGER,rental.quotation.approve,BRANCH
BRANCH_MANAGER,rental.quotation.reject,BRANCH
BRANCH_MANAGER,rental.order.read,BRANCH
BRANCH_MANAGER,rental.contract.read,BRANCH
BRANCH_MANAGER,rental.contract.approve,BRANCH
BRANCH_MANAGER,logistics.delivery.read,BRANCH
BRANCH_MANAGER,logistics.handover.read,BRANCH
BRANCH_MANAGER,logistics.return-request.read,BRANCH
BRANCH_MANAGER,billing.invoice.read,BRANCH
BRANCH_MANAGER,billing.payment.read,BRANCH
BRANCH_MANAGER,billing.deposit.read,BRANCH
BRANCH_MANAGER,billing.debt.read,BRANCH
SALES_STAFF,customer.profile.read,BRANCH
SALES_STAFF,customer.profile.create,BRANCH
SALES_STAFF,customer.profile.update,BRANCH
SALES_STAFF,customer.group.read,BRANCH
SALES_STAFF,customer.history.read,BRANCH
SALES_STAFF,customer.restriction.read,BRANCH
SALES_STAFF,rental.request.create,BRANCH
SALES_STAFF,rental.request.read,BRANCH
SALES_STAFF,rental.request.update,BRANCH
SALES_STAFF,rental.request.cancel,BRANCH
SALES_STAFF,rental.quotation.create,BRANCH
SALES_STAFF,rental.quotation.read,BRANCH
SALES_STAFF,rental.quotation.update,BRANCH
SALES_STAFF,rental.quotation.send,BRANCH
SALES_STAFF,rental.order.create,BRANCH
SALES_STAFF,rental.order.read,BRANCH
SALES_STAFF,rental.order.cancel,BRANCH
SALES_STAFF,rental.contract.create,BRANCH
SALES_STAFF,rental.contract.read,BRANCH
SALES_STAFF,rental.contract.update,BRANCH
WAREHOUSE_STAFF,inventory.catalog.read,BRANCH
WAREHOUSE_STAFF,inventory.catalog.manage,BRANCH
WAREHOUSE_STAFF,inventory.brand.read,BRANCH
WAREHOUSE_STAFF,inventory.brand.manage,BRANCH
WAREHOUSE_STAFF,inventory.model.read,BRANCH
WAREHOUSE_STAFF,inventory.model.manage,BRANCH
WAREHOUSE_STAFF,inventory.equipment.read,BRANCH
WAREHOUSE_STAFF,inventory.equipment.create,BRANCH
WAREHOUSE_STAFF,inventory.equipment.update,BRANCH
WAREHOUSE_STAFF,inventory.equipment.change-status,BRANCH
WAREHOUSE_STAFF,inventory.equipment.image.manage,BRANCH
WAREHOUSE_STAFF,inventory.equipment.accessory.manage,BRANCH
WAREHOUSE_STAFF,inventory.qr.generate,BRANCH
WAREHOUSE_STAFF,inventory.qr.print,BRANCH
WAREHOUSE_STAFF,inventory.warehouse.read,BRANCH
WAREHOUSE_STAFF,inventory.warehouse.manage,BRANCH
WAREHOUSE_STAFF,inventory.stock.in,BRANCH
WAREHOUSE_STAFF,inventory.stock.out,BRANCH
WAREHOUSE_STAFF,inventory.stock.transfer,BRANCH
WAREHOUSE_STAFF,inventory.stock.audit,BRANCH
WAREHOUSE_STAFF,inventory.availability.read,BRANCH
WAREHOUSE_STAFF,inventory.reservation.create,BRANCH
WAREHOUSE_STAFF,inventory.reservation.confirm,BRANCH
WAREHOUSE_STAFF,inventory.reservation.release,BRANCH
DELIVERY_STAFF,logistics.delivery.read,OWN
DELIVERY_STAFF,logistics.delivery.inspect,OWN
DELIVERY_STAFF,logistics.delivery.confirm,OWN
DELIVERY_STAFF,logistics.handover.create,OWN
DELIVERY_STAFF,logistics.handover.read,OWN
DELIVERY_STAFF,logistics.return-request.read,OWN
DELIVERY_STAFF,logistics.return.inspect,OWN
DELIVERY_STAFF,logistics.return.confirm,OWN
ACCOUNTANT,billing.invoice.read,ORGANIZATION
ACCOUNTANT,billing.invoice.create,ORGANIZATION
ACCOUNTANT,billing.invoice.update,ORGANIZATION
ACCOUNTANT,billing.payment.read,ORGANIZATION
ACCOUNTANT,billing.payment.collect,ORGANIZATION
ACCOUNTANT,billing.payment.confirm,ORGANIZATION
ACCOUNTANT,billing.payment.refund,ORGANIZATION
ACCOUNTANT,billing.deposit.read,ORGANIZATION
ACCOUNTANT,billing.deposit.collect,ORGANIZATION
ACCOUNTANT,billing.deposit.refund,ORGANIZATION
ACCOUNTANT,billing.deposit.deduct,ORGANIZATION
ACCOUNTANT,billing.debt.read,ORGANIZATION
ACCOUNTANT,billing.debt.manage,ORGANIZATION
ACCOUNTANT,billing.report.read,ORGANIZATION
TECHNICIAN,maintenance.schedule.read,OWN
TECHNICIAN,maintenance.schedule.manage,OWN
TECHNICIAN,maintenance.ticket.create,OWN
TECHNICIAN,maintenance.ticket.read,OWN
TECHNICIAN,maintenance.ticket.update,OWN
TECHNICIAN,maintenance.ticket.assign,OWN
TECHNICIAN,maintenance.ticket.complete,OWN
TECHNICIAN,maintenance.repair.create,OWN
TECHNICIAN,maintenance.repair.read,OWN
TECHNICIAN,maintenance.repair.update,OWN
TECHNICIAN,maintenance.part.read,OWN
TECHNICIAN,maintenance.part.manage,OWN
TECHNICIAN,maintenance.incident.create,OWN
TECHNICIAN,maintenance.incident.read,OWN
TECHNICIAN,maintenance.incident.evaluate,OWN
TECHNICIAN,maintenance.compensation.calculate,OWN
TECHNICIAN,maintenance.history.read,OWN
CUSTOMER,rental.request.create,OWN
CUSTOMER,rental.request.read,OWN
CUSTOMER,rental.request.update,OWN
CUSTOMER,rental.request.cancel,OWN
CUSTOMER,rental.quotation.read,OWN
CUSTOMER,rental.quotation.accept,OWN
CUSTOMER,rental.contract.read,OWN
CUSTOMER,logistics.return-request.create,OWN
CUSTOMER,logistics.return-request.read,OWN
CUSTOMER,billing.invoice.read,OWN
CUSTOMER,billing.payment.read,OWN
CUSTOMER,maintenance.incident.create,OWN
CUSTOMER,maintenance.incident.read,OWN
